2455475.6469558	2010-10-06T03:01:58.632000
2455497.6046158	2010-10-28T02:01:02.651000
2455507.442189	2010-11-06T22:07:52.997000
2455574.3264976	2011-01-12T19:29:38.948091
2455578.324191	2011-01-16T19:34:22.012398
2455578.3456043	2011-01-16T20:05:12.288526
2455770.6941579	2011-07-28T04:20:55.688934
2455779.6912677	2011-08-06T04:15:43.422399
2455799.623945	2011-08-26T02:36:53.253045
2455809.6650504	2011-09-05T03:35:23.909282
2455828.6145333	2011-09-24T02:21:57.547225
2455837.6187043	2011-10-03T02:27:55.546528
2455840.5166793	2011-10-06T00:01:02.278820
2455843.510223	2011-10-08T23:51:47.455039
2455860.5705916	2011-10-26T01:19:24.240997
2455871.5221451	2011-11-06T00:10:25.131479
2455873.5434461	2011-11-08T00:41:15.746527
2455880.4684112	2011-11-14T22:53:51.197410
2455883.4851405	2011-11-17T23:18:14.958878
2455886.4765446	2011-11-20T23:07:51.362944
2455910.3715302	2011-12-14T20:41:15.845073
2455914.4167021	2011-12-18T21:43:31.885254
2455938.354599	2012-01-11T20:17:26.483217
2455955.340839	2012-01-28T19:59:50.323606
2456135.6704144	2012-07-27T03:54:15.641744
2456135.681414	2012-07-27T04:10:05.930437
2456139.6867286	2012-07-31T04:08:06.495343
2456145.7138941	2012-08-06T04:48:12.675704
2456159.6775295	2012-08-20T03:54:28.026437
2456210.5597149	2012-10-10T01:03:05.189593
2456323.3355983	2013-01-30T19:52:36.308285
2456483.6945467	2013-07-10T04:28:17.488394
2456535.6318704	2013-08-31T02:47:52.399370
2456565.6561417	2013-09-30T03:21:47.824422
2456600.4480496	2013-11-03T22:23:33.697186
2456663.3379615	2014-01-05T19:52:41.194480
2456892.6525044	2014-08-23T03:18:11.160342
2456904.6346231	2014-09-04T02:56:34.955238
2456972.4969223	2014-11-10T23:38:40.175613
2457037.3640107	2015-01-14T20:31:23.095146
2457221.6394823	2015-07-18T03:03:24.160963
2457342.4992024	2015-11-15T23:38:14.010373
2457397.3464437	2016-01-09T20:05:21.593341
2457711.5172336	2016-11-19T00:02:05.238707
2457762.3345378	2017-01-08T19:48:10.726913
2457963.7250055	2017-07-29T05:00:56.695846
2458006.6019704	2017-09-10T02:04:13.714766
2458133.3861008	2018-01-14T21:03:13.891154
2458516.3290932	2019-02-01T19:47:33.794540
